licencePlate,start_time,end_time,start_lat,start_lon,end_lat,end_lon,travel_time,vehicleTypeId,zipCode,model,type,postcode,zipCodeFixed,end_zipCode,end_postcode,start_area,end_area,route,day_of_week,hour_of_day
cn71720,2025-11-07 03:35:08,2025-11-07 03:41:09,55.68129,12.568742,55.68129,12.568742,6,2,1452,Renault Zoe,car,1050,1050,2400.0,2400.0,Kobenhavn K,Kobenhavn NV,Kobenhavn K → Kobenhavn NV,Friday,3
cu28321,2025-11-06 12:35:08,2025-11-07 06:09:08,55.685562,12.614577,55.685635,12.614638,1054,2,1432,Renault Zoe,car,1050,1050,2400.0,2400.0,Kobenhavn K,Kobenhavn NV,Kobenhavn K → Kobenhavn NV,Thursday,12
cx86652,2025-11-05 23:55:09,2025-11-06 04:53:08,55.668678,12.547216,55.668678,12.547245,298,34,1669,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Wednesday,23
cx86745,2025-11-06 19:17:09,2025-11-07 17:47:09,55.663231,12.5809,55.663094,12.580831,1350,34,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Thursday,19
cx86746,2025-11-07 16:35:09,2025-11-07 17:47:09,55.690933,12.561556,55.690952,12.56152,72,34,1371,Renault Zoe,car,1050,1050,2200.0,2200.0,Kobenhavn K,Kobenhavn N,Kobenhavn K → Kobenhavn N,Friday,16
cx87445,2025-11-07 17:11:09,2025-11-07 17:47:09,55.676254,12.509591,55.676285,12.509599,36,34,2000,Renault Zoe,car,2000,2000,2000.0,2000.0,Frederiksberg C,Frederiksberg C,Frederiksberg C → Frederiksberg C,Friday,17
de88743,2025-11-06 19:53:09,2025-11-07 14:41:09,55.664623,12.550855,55.6646,12.550702,1128,34,1728,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Thursday,19
de88743,2025-11-07 14:49:09,2025-11-07 15:09:08,55.662483,12.522225,55.662468,12.522225,20,34,1805,Renault Zoe,car,2000,2000,2100.0,2100.0,Frederiksberg C,Kobenhavn O,Frederiksberg C → Kobenhavn O,Friday,14
de88743,2025-11-07 15:19:09,2025-11-07 15:25:08,55.666447,12.539671,55.666447,12.539671,6,34,1760,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Friday,15
dl92388,2025-11-06 13:33:09,2025-11-06 13:51:08,55.671616,12.57491,55.671616,12.57491,18,34,1573,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Thursday,13
dr11597,2025-11-05 23:55:09,2025-11-06 06:31:08,55.659496,12.568394,55.659546,12.568266,396,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Wednesday,23
dy44100,2025-11-06 16:31:08,2025-11-06 20:39:09,55.706234,12.529866,55.706219,12.529873,248,34,2400,Renault Zoe,car,2400,2400,2200.0,2200.0,Kobenhavn NV,Kobenhavn N,Kobenhavn NV → Kobenhavn N,Thursday,16
dy74226,2025-11-07 00:01:09,2025-11-07 03:25:09,55.682331,12.500712,55.682308,12.500696,204,34,2720,Renault Zoe,car,2720,2720,2100.0,2100.0,Vanlose,Kobenhavn O,Vanlose → Kobenhavn O,Friday,0
ea19441,2025-11-05 23:55:09,2025-11-06 00:17:09,55.718147,12.489656,55.718227,12.489642,22,34,2700,Renault Zoe,car,2700,2700,2500.0,2500.0,Bronshoj,Valby,Bronshoj → Valby,Wednesday,23
ea53677,2025-11-06 07:15:08,2025-11-06 07:35:09,55.681332,12.522856,55.681396,12.522838,20,34,2000,Renault Zoe,car,2000,2000,2500.0,2500.0,Frederiksberg C,Valby,Frederiksberg C → Valby,Thursday,7
eb61384,2025-11-07 16:31:08,2025-11-07 17:47:09,55.685402,12.552769,55.685448,12.552792,76,34,2200,Renault Zoe,car,2200,2200,2400.0,2400.0,Kobenhavn N,Kobenhavn NV,Kobenhavn N → Kobenhavn NV,Friday,16
bt88532,2025-11-08 17:43:09,2025-11-09 09:53:09,55.707554,12.521116,55.70752,12.52111,970,6,2400,unknown,van,2400,2400,2450.0,2450.0,Kobenhavn NV,Kobenhavn SV,Kobenhavn NV → Kobenhavn SV,Saturday,17
cx86700,2025-11-08 09:29:08,2025-11-08 09:41:09,55.702686,12.498323,55.702686,12.498323,12,34,2700,Renault Zoe,car,2700,2700,2200.0,2200.0,Bronshoj,Kobenhavn N,Bronshoj → Kobenhavn N,Saturday,9
dc47410,2025-11-07 17:41:09,2025-11-09 14:59:08,55.689102,12.553804,55.689217,12.553778,2718,34,2200,Renault Zoe,car,2200,2200,2400.0,2400.0,Kobenhavn N,Kobenhavn NV,Kobenhavn N → Kobenhavn NV,Friday,17
de88712,2025-11-08 16:35:09,2025-11-09 15:09:09,55.684391,12.584528,55.684391,12.584538,1354,34,1304,Renault Zoe,car,1050,1050,2300.0,2300.0,Kobenhavn K,Kobenhavn S,Kobenhavn K → Kobenhavn S,Saturday,16
dr11578,2025-11-07 17:39:08,2025-11-07 18:21:09,55.672184,12.570722,55.672199,12.570683,42,34,1575,Renault Zoe,car,1550,1550,2200.0,2200.0,Kobenhavn V,Kobenhavn N,Kobenhavn V → Kobenhavn N,Friday,17
dr11695,2025-11-08 01:17:09,2025-11-08 03:11:09,55.712395,12.574361,55.712418,12.574323,114,34,2100,Renault Zoe,car,2100,2100,2000.0,2000.0,Kobenhavn O,Frederiksberg C,Kobenhavn O → Frederiksberg C,Saturday,1
dr11695,2025-11-08 17:11:08,2025-11-08 17:45:09,55.678631,12.532084,55.678539,12.532038,34,34,1861,Renault Zoe,car,2000,2000,2100.0,2100.0,Frederiksberg C,Kobenhavn O,Frederiksberg C → Kobenhavn O,Saturday,17
dr11701,2025-11-07 18:17:08,2025-11-08 07:21:09,55.653816,12.539878,55.653824,12.539827,784,34,2450,Renault Zoe,car,2450,2450,2700.0,2700.0,Kobenhavn SV,Bronshoj,Kobenhavn SV → Bronshoj,Friday,18
dr11713,2025-11-08 07:03:09,2025-11-08 09:37:09,55.70974,12.464337,55.709759,12.464337,154,34,2700,Renault Zoe,car,2700,2700,2000.0,2000.0,Bronshoj,Frederiksberg C,Bronshoj → Frederiksberg C,Saturday,7
dx15907,2025-11-07 20:47:08,2025-11-07 21:09:09,55.686783,12.567649,55.68681,12.567697,22,34,1356,Renault Zoe,car,1050,1050,2400.0,2400.0,Kobenhavn K,Kobenhavn NV,Kobenhavn K → Kobenhavn NV,Friday,20
dy18955,2025-11-08 09:51:09,2025-11-08 13:55:09,55.68602,12.613141,55.686012,12.613202,244,34,1432,Renault Zoe,car,1050,1050,2200.0,2200.0,Kobenhavn K,Kobenhavn N,Kobenhavn K → Kobenhavn N,Saturday,9
dz55142,2025-11-08 13:51:08,2025-11-08 14:23:08,55.631397,12.573989,55.631512,12.573879,32,34,2300,Renault Zoe,car,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Saturday,13
dz81038,2025-11-07 18:15:09,2025-11-07 19:43:09,55.681103,12.581539,55.680973,12.581614,88,34,1117,Renault Zoe,car,1050,1050,2100.0,2100.0,Kobenhavn K,Kobenhavn O,Kobenhavn K → Kobenhavn O,Friday,18
eb61371,2025-11-09 08:55:08,2025-11-09 13:05:09,55.704655,12.508512,55.704647,12.5086,250,34,2700,Renault Zoe,car,2700,2700,2400.0,2400.0,Bronshoj,Kobenhavn NV,Bronshoj → Kobenhavn NV,Sunday,8
eb61392,2025-11-07 18:49:09,2025-11-07 23:19:09,55.667374,12.604808,55.667358,12.60486,270,34,1426,Renault Zoe,car,1050,1050,2400.0,2400.0,Kobenhavn K,Kobenhavn NV,Kobenhavn K → Kobenhavn NV,Friday,18
eb78409,2025-11-09 09:11:09,2025-11-09 11:23:08,55.66621,12.618787,55.666225,12.618794,132,34,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Sunday,9
eb83097,2025-11-08 21:41:08,2025-11-09 07:25:09,55.665607,12.579398,55.665672,12.579412,584,34,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Saturday,21
ce49291,2025-08-03 22:33:58,2025-08-04 00:33:58,55.678108,12.588492,55.677986,12.588537,120,2,1057,Renault Zoe,car,1050,1050,2500.0,2500.0,Kobenhavn K,Valby,Kobenhavn K → Valby,Sunday,22
cx86698,2025-08-02 19:55:58,2025-08-03 06:17:59,55.707642,12.571609,55.707569,12.571733,622,34,2100,Renault Zoe,car,2100,2100,2450.0,2450.0,Kobenhavn O,Kobenhavn SV,Kobenhavn O → Kobenhavn SV,Saturday,19
de16315,2025-08-04 18:29:09,2025-08-04 18:45:08,55.668896,12.545754,55.668896,12.545754,16,34,1672,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Monday,18
de48514,2025-08-04 08:41:58,2025-08-04 09:49:08,55.666283,12.544028,55.666317,12.544017,67,34,1760,Renault Zoe,car,1550,1550,2700.0,2700.0,Kobenhavn V,Bronshoj,Kobenhavn V → Bronshoj,Monday,8
de88599,2025-08-02 21:31:58,2025-08-02 21:37:58,55.654339,12.540261,55.654339,12.540238,6,34,2450,Renault Zoe,car,2450,2450,2300.0,2300.0,Kobenhavn SV,Kobenhavn S,Kobenhavn SV → Kobenhavn S,Saturday,21
de88634,2025-08-04 11:11:08,2025-08-04 11:25:08,55.689186,12.541862,55.689186,12.541862,14,34,2200,Renault Zoe,car,2200,2200,2300.0,2300.0,Kobenhavn N,Kobenhavn S,Kobenhavn N → Kobenhavn S,Monday,11
de88686,2025-08-04 14:11:08,2025-08-04 18:45:08,55.663193,12.511552,55.663166,12.511453,274,34,2500,Renault Zoe,car,2500,2500,2300.0,2300.0,Valby,Kobenhavn S,Valby → Kobenhavn S,Monday,14
dg12363,2025-08-04 06:23:57,2025-08-04 07:07:58,55.704548,12.536115,55.704468,12.536137,44,34,2400,Renault Zoe,car,2400,2400,2150.0,2150.0,Kobenhavn NV,Nordhavn,Kobenhavn NV → Nordhavn,Monday,6
dr11640,2025-08-03 08:17:57,2025-08-03 09:49:58,55.686287,12.499479,55.686279,12.499528,92,34,2720,Renault Zoe,car,2720,2720,2200.0,2200.0,Vanlose,Kobenhavn N,Vanlose → Kobenhavn N,Sunday,8
dy44073,2025-08-03 11:11:58,2025-08-04 16:05:08,55.682331,12.610038,55.682331,12.610003,1733,94,1432,Renault Zoe,car,1050,1050,2500.0,2500.0,Kobenhavn K,Valby,Kobenhavn K → Valby,Sunday,11
dy44073,2025-08-04 17:15:09,2025-08-04 17:31:08,55.711948,12.577706,55.711948,12.577698,16,34,2100,Renault Zoe,car,2100,2100,2100.0,2100.0,Kobenhavn O,Kobenhavn O,Kobenhavn O → Kobenhavn O,Monday,17
dy44144,2025-08-02 19:33:58,2025-08-02 19:43:58,55.652279,12.589335,55.652302,12.589361,10,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Saturday,19
dz55137,2025-08-02 21:33:58,2025-08-03 09:07:58,55.713299,12.565812,55.713264,12.565721,694,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Saturday,21
dz81006,2025-08-02 16:45:58,2025-08-03 10:15:57,55.686386,12.478603,55.686443,12.478642,1050,34,2720,Renault Zoe,car,2720,2720,2300.0,2300.0,Vanlose,Kobenhavn S,Vanlose → Kobenhavn S,Saturday,16
dz81006,2025-08-03 10:29:58,2025-08-03 11:01:58,55.698715,12.473523,55.698715,12.473533,32,34,2700,Renault Zoe,car,2700,2700,2300.0,2300.0,Bronshoj,Kobenhavn S,Bronshoj → Kobenhavn S,Sunday,10
ea19425,2025-08-04 14:11:08,2025-08-04 14:25:08,55.703728,12.525472,55.703728,12.525472,14,34,2400,Renault Zoe,car,2400,2400,2700.0,2700.0,Kobenhavn NV,Bronshoj,Kobenhavn NV → Bronshoj,Monday,14
ea69847,2025-08-04 14:05:08,2025-08-04 14:25:08,55.64764,12.549198,55.64764,12.54918,20,34,2450,Renault Zoe,car,2450,2450,2100.0,2100.0,Kobenhavn SV,Kobenhavn O,Kobenhavn SV → Kobenhavn O,Monday,14
ea75180,2025-08-03 08:17:57,2025-08-03 08:27:58,55.691025,12.561682,55.691006,12.561688,10,34,1371,Renault Zoe,car,1050,1050,2200.0,2200.0,Kobenhavn K,Kobenhavn N,Kobenhavn K → Kobenhavn N,Sunday,8
eb29784,2025-08-04 15:53:08,2025-08-04 18:39:08,55.695801,12.535063,55.695786,12.534989,166,34,2000,Renault Zoe,car,2000,2000,2100.0,2100.0,Frederiksberg C,Kobenhavn O,Frederiksberg C → Kobenhavn O,Monday,15
eb83095,2025-08-04 15:33:08,2025-08-04 15:39:08,55.708252,12.553862,55.708252,12.553862,6,34,2100,Renault Zoe,car,2100,2100,2400.0,2400.0,Kobenhavn O,Kobenhavn NV,Kobenhavn O → Kobenhavn NV,Monday,15
bt88542,2025-11-09 16:13:09,2025-11-10 11:15:09,55.666546,12.550655,55.666592,12.550647,1142,6,1721,unknown,van,1550,1550,2720.0,2720.0,Kobenhavn V,Vanlose,Kobenhavn V → Vanlose,Sunday,16
bv31968,2025-11-10 11:17:09,2025-11-10 14:47:08,55.675968,12.55907,55.675938,12.559086,210,6,1615,unknown,van,1550,1550,2720.0,2720.0,Kobenhavn V,Vanlose,Kobenhavn V → Vanlose,Monday,11
cb23360,2025-11-09 16:45:09,2025-11-09 16:49:08,55.650856,12.554212,55.650856,12.554212,4,2,2450,Renault Zoe,car,2450,2450,2720.0,2720.0,Kobenhavn SV,Vanlose,Kobenhavn SV → Vanlose,Sunday,16
dp74147,2025-11-10 07:17:08,2025-11-10 14:11:08,55.658245,12.552856,55.65826,12.552903,414,34,2450,Renault Zoe,car,2450,2450,2200.0,2200.0,Kobenhavn SV,Kobenhavn N,Kobenhavn SV → Kobenhavn N,Monday,7
dx15909,2025-11-09 20:29:08,2025-11-10 06:33:08,55.700691,12.526052,55.700748,12.52603,604,34,2400,Renault Zoe,car,2400,2400,2450.0,2450.0,Kobenhavn NV,Kobenhavn SV,Kobenhavn NV → Kobenhavn SV,Sunday,20
dy18944,2025-11-10 15:21:09,2025-11-10 16:17:08,55.699463,12.523883,55.699413,12.523879,56,34,2400,Renault Zoe,car,2400,2400,2000.0,2000.0,Kobenhavn NV,Frederiksberg C,Kobenhavn NV → Frederiksberg C,Monday,15
dy44131,2025-11-10 09:25:09,2025-11-10 09:29:08,55.706665,12.52463,55.706665,12.52463,4,34,2400,Renault Zoe,car,2400,2400,2200.0,2200.0,Kobenhavn NV,Kobenhavn N,Kobenhavn NV → Kobenhavn N,Monday,9
dz55111,2025-11-09 21:17:08,2025-11-09 22:21:09,55.70602,12.586955,55.706097,12.586963,64,34,2100,Renault Zoe,car,2100,2100,2200.0,2200.0,Kobenhavn O,Kobenhavn N,Kobenhavn O → Kobenhavn N,Sunday,21
ea69849,2025-11-10 16:49:09,2025-11-10 17:25:09,55.707253,12.516986,55.707218,12.516742,36,34,2400,Renault Zoe,car,2400,2400,2450.0,2450.0,Kobenhavn NV,Kobenhavn SV,Kobenhavn NV → Kobenhavn SV,Monday,16
ec31147,2025-11-09 17:53:08,2025-11-09 18:15:08,55.663574,12.562478,55.663574,12.562478,22,34,1561,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Sunday,17
cx87445,2025-11-12 08:47:09,2025-11-12 09:03:08,55.684391,12.584523,55.684341,12.584493,16,34,1304,Renault Zoe,car,1050,1050,2400.0,2400.0,Kobenhavn K,Kobenhavn NV,Kobenhavn K → Kobenhavn NV,Wednesday,8
dd51655,2025-11-12 20:23:09,2025-11-12 20:37:09,55.682747,12.58441,55.682812,12.584361,14,34,1300,Renault Zoe,car,1050,1050,2300.0,2300.0,Kobenhavn K,Kobenhavn S,Kobenhavn K → Kobenhavn S,Wednesday,20
dd51657,2025-11-12 05:45:09,2025-11-12 06:19:08,55.696281,12.570528,55.696274,12.570537,34,34,1355,Renault Zoe,car,1050,1050,2300.0,2300.0,Kobenhavn K,Kobenhavn S,Kobenhavn K → Kobenhavn S,Wednesday,5
dr11595,2025-11-11 17:25:08,2025-11-11 19:05:08,55.66544,12.55767,55.66544,12.557621,100,34,1721,Renault Zoe,car,1550,1550,2450.0,2450.0,Kobenhavn V,Kobenhavn SV,Kobenhavn V → Kobenhavn SV,Tuesday,17
dr11630,2025-11-11 17:25:08,2025-11-11 17:37:09,55.674202,12.570744,55.674187,12.570754,12,34,1553,Renault Zoe,car,1550,1550,2450.0,2450.0,Kobenhavn V,Kobenhavn SV,Kobenhavn V → Kobenhavn SV,Tuesday,17
dr11696,2025-11-11 08:09:09,2025-11-11 08:35:09,55.695721,12.597017,55.695721,12.597017,26,34,1259,Renault Zoe,car,1050,1050,2400.0,2400.0,Kobenhavn K,Kobenhavn NV,Kobenhavn K → Kobenhavn NV,Tuesday,8
dr11739,2025-11-12 00:33:09,2025-11-12 05:47:08,55.667042,12.548315,55.666943,12.548311,314,34,1676,Renault Zoe,car,1550,1550,2200.0,2200.0,Kobenhavn V,Kobenhavn N,Kobenhavn V → Kobenhavn N,Wednesday,0
dy74214,2025-11-11 08:09:09,2025-11-11 09:15:08,55.629673,12.575479,55.629673,12.575479,66,34,1561,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Tuesday,8
dy74215,2025-11-11 08:09:09,2025-11-11 13:27:09,55.714687,12.585738,55.714687,12.585688,318,34,2150,Renault Zoe,car,2150,2150,2300.0,2300.0,Nordhavn,Kobenhavn S,Nordhavn → Kobenhavn S,Tuesday,8
dz81005,2025-11-11 08:09:09,2025-11-11 12:23:08,55.663784,12.587081,55.663731,12.587083,254,34,2300,Renault Zoe,car,2300,2300,2500.0,2500.0,Kobenhavn S,Valby,Kobenhavn S → Valby,Tuesday,8
ea41663,2025-11-11 08:09:09,2025-11-11 14:29:09,55.712086,12.556529,55.712059,12.556602,380,34,2100,Renault Zoe,car,2100,2100,2200.0,2200.0,Kobenhavn O,Kobenhavn N,Kobenhavn O → Kobenhavn N,Tuesday,8
eb78386,2025-11-11 08:09:09,2025-11-11 08:15:09,55.704021,12.553876,55.704021,12.553876,6,34,2200,Renault Zoe,car,2200,2200,2500.0,2500.0,Kobenhavn N,Valby,Kobenhavn N → Valby,Tuesday,8
eb83096,2025-11-11 18:57:08,2025-11-11 20:27:08,55.699284,12.543482,55.699268,12.54352,90,34,2200,Renault Zoe,car,2200,2200,2000.0,2000.0,Kobenhavn N,Frederiksberg C,Kobenhavn N → Frederiksberg C,Tuesday,18
eb83096,2025-11-11 21:41:08,2025-11-12 06:59:09,55.69944,12.523954,55.699429,12.523869,558,34,2400,Renault Zoe,car,2400,2400,2300.0,2300.0,Kobenhavn NV,Kobenhavn S,Kobenhavn NV → Kobenhavn S,Tuesday,21
eb83096,2025-11-12 07:11:09,2025-11-12 07:19:09,55.689144,12.541712,55.689045,12.541931,8,34,2200,Renault Zoe,car,2200,2200,2300.0,2300.0,Kobenhavn N,Kobenhavn S,Kobenhavn N → Kobenhavn S,Wednesday,7
cp43106,2025-11-14 09:13:09,2025-11-14 09:25:08,55.709751,12.56735,55.709911,12.567327,12,2,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Friday,9
cx86656,2025-11-13 01:27:08,2025-11-13 05:37:09,55.68169,12.496377,55.681728,12.496363,250,34,2000,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Thursday,1
dd34510,2025-11-14 17:49:09,2025-11-14 18:57:08,55.663918,12.579761,55.663883,12.579748,68,34,2300,Renault Zoe,car,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Friday,17
dd72520,2025-11-14 15:37:09,2025-11-14 16:55:09,55.695938,12.539138,55.695873,12.539099,78,34,1959,Renault Zoe,car,2000,2000,2400.0,2400.0,Frederiksberg C,Kobenhavn NV,Frederiksberg C → Kobenhavn NV,Friday,15
de12874,2025-11-13 16:33:08,2025-11-13 17:23:09,55.685555,12.529203,55.685482,12.529344,50,34,2000,Renault Zoe,car,2000,2000,2100.0,2100.0,Frederiksberg C,Kobenhavn O,Frederiksberg C → Kobenhavn O,Thursday,16
de88744,2025-11-14 09:47:08,2025-11-14 10:23:09,55.682537,12.513124,55.68269,12.513147,36,34,2000,Renault Zoe,car,2000,2000,2100.0,2100.0,Frederiksberg C,Kobenhavn O,Frederiksberg C → Kobenhavn O,Friday,9
dr11742,2025-11-13 01:09:09,2025-11-13 01:11:09,55.67522,12.558795,55.67522,12.558795,2,34,1615,Renault Zoe,car,1550,1550,2000.0,2000.0,Kobenhavn V,Frederiksberg C,Kobenhavn V → Frederiksberg C,Thursday,1
dy44093,2025-11-14 11:27:09,2025-11-14 16:21:09,55.703613,12.499106,55.703613,12.499154,294,34,2700,Renault Zoe,car,2700,2700,2300.0,2300.0,Bronshoj,Kobenhavn S,Bronshoj → Kobenhavn S,Friday,11
dy44124,2025-11-13 20:19:08,2025-11-14 07:11:09,55.680901,12.518302,55.680809,12.518077,652,34,2000,Renault Zoe,car,2000,2000,2400.0,2400.0,Frederiksberg C,Kobenhavn NV,Frederiksberg C → Kobenhavn NV,Thursday,20
dy44124,2025-11-14 08:01:08,2025-11-14 13:17:08,55.70406,12.553903,55.704044,12.553878,316,34,2200,Renault Zoe,car,2200,2200,2400.0,2400.0,Kobenhavn N,Kobenhavn NV,Kobenhavn N → Kobenhavn NV,Friday,8
dy44133,2025-11-14 06:51:09,2025-11-14 07:43:09,55.70499,12.554063,55.705021,12.554029,52,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Friday,6
dy44146,2025-11-13 01:09:09,2025-11-13 01:11:09,55.698227,12.546265,55.698227,12.546265,2,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Thursday,1
dy74215,2025-11-13 18:23:08,2025-11-14 09:31:08,55.651447,12.627567,55.651482,12.627539,908,34,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Thursday,18
bp20003,2025-11-14 20:45:08,2025-11-15 02:19:09,55.70306,12.551383,55.70314,12.551336,334,2,2200,Renault Zoe,car,2200,2200,2400.0,2400.0,Kobenhavn N,Kobenhavn NV,Kobenhavn N → Kobenhavn NV,Friday,20
bs50910,2025-11-14 22:39:09,2025-11-14 22:49:08,55.674862,12.572361,55.674862,12.572361,10,2,1552,Renault Zoe,car,1550,1550,2700.0,2700.0,Kobenhavn V,Bronshoj,Kobenhavn V → Bronshoj,Friday,22
cb23363,2025-11-15 09:09:09,2025-11-15 12:31:08,55.69598,12.597098,55.695938,12.597254,202,2,1259,Renault Zoe,car,1050,1050,2200.0,2200.0,Kobenhavn K,Kobenhavn N,Kobenhavn K → Kobenhavn N,Saturday,9
cx86713,2025-11-16 15:05:08,2025-11-16 15:19:09,55.708553,12.57491,55.708553,12.57491,14,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Sunday,15
dc47414,2025-11-15 21:07:09,2025-11-15 21:15:09,55.711647,12.562466,55.711647,12.562466,8,34,2100,Renault Zoe,car,2100,2100,2000.0,2000.0,Kobenhavn O,Frederiksberg C,Kobenhavn O → Frederiksberg C,Saturday,21
dc66084,2025-11-15 20:11:09,2025-11-16 16:21:09,55.644287,12.499084,55.64431,12.499117,1210,34,2500,Renault Zoe,car,2500,2500,2200.0,2200.0,Valby,Kobenhavn N,Valby → Kobenhavn N,Saturday,20
dc71609,2025-11-16 07:43:09,2025-11-16 10:59:09,55.667042,12.582851,55.667221,12.583142,196,2,2300,Renault Zoe,car,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Sunday,7
de88686,2025-11-16 13:45:08,2025-11-16 16:21:09,55.661644,12.627305,55.661686,12.627264,156,34,2300,Renault Zoe,car,2300,2300,2000.0,2000.0,Kobenhavn S,Frederiksberg C,Kobenhavn S → Frederiksberg C,Sunday,13
dp74147,2025-11-14 20:39:09,2025-11-14 21:49:09,55.692783,12.584399,55.692726,12.584395,70,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Friday,20
dr11704,2025-11-15 17:01:09,2025-11-16 06:09:09,55.62228,12.574736,55.62228,12.574736,788,34,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Saturday,17
dy44110,2025-11-14 18:43:09,2025-11-14 22:53:09,55.685402,12.487028,55.685375,12.487028,250,34,2720,Renault Zoe,car,2720,2720,2100.0,2100.0,Vanlose,Kobenhavn O,Vanlose → Kobenhavn O,Friday,18
dz55106,2025-11-16 15:27:09,2025-11-16 16:21:09,55.684074,12.477289,55.684097,12.477262,54,34,2720,Renault Zoe,car,2720,2720,2400.0,2400.0,Vanlose,Kobenhavn NV,Vanlose → Kobenhavn NV,Sunday,15
dz92204,2025-11-15 19:21:08,2025-11-16 11:43:09,55.725903,12.526444,55.726025,12.526414,982,34,2400,Renault Zoe,car,2400,2400,2100.0,2100.0,Kobenhavn NV,Kobenhavn O,Kobenhavn NV → Kobenhavn O,Saturday,19
cx86643,2025-11-16 19:43:08,2025-11-17 06:17:08,55.706787,12.551878,55.706753,12.551871,634,34,2200,Renault Zoe,car,2200,2200,2720.0,2720.0,Kobenhavn N,Vanlose,Kobenhavn N → Vanlose,Sunday,19
dz81002,2025-11-17 18:21:09,2025-11-17 19:03:08,55.674145,12.541538,55.674217,12.541524,42,34,1828,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Monday,18
dz92237,2025-11-17 17:27:09,2025-11-18 09:33:08,55.658684,12.571025,55.658733,12.570882,966,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Monday,17
eb78397,2025-11-17 01:27:09,2025-11-17 06:23:08,55.683243,12.53481,55.68327,12.534822,296,34,2000,Renault Zoe,car,2000,2000,2500.0,2500.0,Frederiksberg C,Valby,Frederiksberg C → Valby,Monday,1
ed35719,2025-11-17 22:53:08,2025-11-18 08:41:08,55.719082,12.534695,55.719074,12.53472,588,34,2400,Renault Zoe,car,2400,2400,2400.0,2400.0,Kobenhavn NV,Kobenhavn NV,Kobenhavn NV → Kobenhavn NV,Monday,22
ce58923,2025-11-19 06:05:08,2025-11-19 06:15:08,55.661018,12.54096,55.661018,12.54096,10,2,1766,Renault Zoe,car,1550,1550,2700.0,2700.0,Kobenhavn V,Bronshoj,Kobenhavn V → Bronshoj,Wednesday,6
